"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"IGFLR1",9.3098635453823e-13,0.523456731076951,0.438,0.073,1.27675468661373e-08,"7","IGFLR1"
"LSP12",1.02726996037425e-12,1.07203901650303,1,0.541,1.40879802365724e-08,"7","LSP1"
"MNDA2",1.46399543239663e-12,0.937670974296744,0.562,0.121,2.00772333598874e-08,"7","MNDA"
"PTPRE",1.67715978697542e-12,0.61338444561061,0.469,0.084,2.30005693185809e-08,"7","PTPRE"
"FCGRT2",1.7888754689815e-12,0.916022290148986,0.812,0.226,2.45326381816123e-08,"7","FCGRT"
"GSTP11",4.01718997805921e-12,1.38698733463251,1,0.453,5.50917433591041e-08,"7","GSTP1"
"SPI12",6.75632816673048e-12,0.892892368763381,0.781,0.207,9.26562844785418e-08,"7","SPI1"
"TAF10",6.89035961122622e-12,0.373680345231556,0.312,0.044,9.44943917083564e-08,"7","TAF10"
"RAB22A",7.68898173548044e-12,0.449150582839779,0.312,0.043,1.05446695520379e-07,"7","RAB22A"
"NME1-NME2",9.21536838700932e-12,0.411483923109253,0.375,0.059,1.26379562059446e-07,"7","NME1-NME2"
"LYZ1",9.49059863369037e-12,1.71286038598686,0.969,0.6,1.3015406966243e-07,"7","LYZ"
"CFP2",9.83865934204301e-12,1.45012533485824,0.75,0.201,1.34927374216778e-07,"7","CFP"
"SCAMP4",1.00187824496523e-11,0.423691928575488,0.281,0.036,1.37397582514532e-07,"7","SCAMP4"
"CD861",1.2140090643739e-11,0.532271822078378,0.344,0.053,1.66489203088236e-07,"7","CD86"
"KLF10",1.36725186855564e-11,0.613978891064779,0.281,0.038,1.87504921253721e-07,"7","KLF10"
"HSH2D",1.83170309147201e-11,0.46823153427649,0.438,0.079,2.51199761964472e-07,"7","HSH2D"
"SAMHD12",1.90834818257121e-11,0.87764093658964,0.812,0.236,2.61710869757815e-07,"7","SAMHD1"
"TPP1",1.93836038093192e-11,0.651509758967585,0.469,0.09,2.65826742641004e-07,"7","TPP1"
"BID2",2.02575721304978e-11,0.753890154088667,0.75,0.2,2.77812344197646e-07,"7","BID"
"LGALS92",2.18143010920501e-11,0.747159856392542,0.688,0.169,2.99161325176375e-07,"7","LGALS9"
"REPIN1",2.63025847517994e-11,0.515821559678742,0.344,0.054,3.60713647286178e-07,"7","REPIN1"
"ANXA22",3.3308359697378e-11,1.28639976989138,0.938,0.431,4.56790844889842e-07,"7","ANXA2"
"ERCC11",4.32599087584019e-11,0.64740673941044,0.531,0.114,5.93266388712724e-07,"7","ERCC1"
"VIM2",5.41898677016916e-11,1.32590746318361,1,0.799,7.43159845660999e-07,"7","VIM"
"NECAP1",5.64495976903431e-11,0.435644014428489,0.312,0.046,7.74149782725365e-07,"7","NECAP1"
"BZW2",6.36234764345304e-11,0.535327906876093,0.438,0.081,8.7253235582315e-07,"7","BZW2"
"POMP1",6.72641069008006e-11,0.745659387267745,0.625,0.151,9.22459962037579e-07,"7","POMP"
"ITM2C",7.09660648461782e-11,1.23581015603818,0.344,0.058,9.73228613300488e-07,"7","ITM2C"
"AMICA12",7.71286841716176e-11,1.12726991011516,0.781,0.257,1.05774277472956e-06,"7","AMICA1"
"CLEC4A",7.80459435932018e-11,0.387776348879787,0.25,0.032,1.07032207043717e-06,"7","CLEC4A"
"KPNA2",8.73972605333e-11,0.577531059356668,0.281,0.04,1.19856603095368e-06,"7","KPNA2"
"APOBR",8.94132791534820e-11,0.417897239810735,0.281,0.04,1.22621371031085e-06,"7","APOBR"
"PAK11",1.86613827396332e-10,0.556501490003008,0.312,0.05,2.5592220289133e-06,"7","PAK1"
"NAGK2",3.14903501893564e-10,0.596812646042632,0.531,0.119,4.31858662496834e-06,"7","NAGK"
"PLSCR12",3.26998173652796e-10,0.761366354216205,0.562,0.136,4.48445295347444e-06,"7","PLSCR1"
"EIF4EBP12",3.30973483541075e-10,0.53789926671955,0.531,0.119,4.5389703532823e-06,"7","EIF4EBP1"
"CPSF6",5.23209048452892e-10,0.388821608090938,0.406,0.077,7.17528889048296e-06,"7","CPSF6"
"KIAA0930",7.82686256580869e-10,0.379682776864996,0.25,0.035,1.073375932275e-05,"7","KIAA0930"
"MBOAT7",7.85830861745646e-10,0.475886819163679,0.312,0.052,1.07768844379798e-05,"7","MBOAT7"
"BHLHE40",9.23868192981301e-10,0.710425666992827,0.312,0.053,1.26699283985456e-05,"7","BHLHE40"
"AP2S12",9.26854080265139e-10,0.85137399475711,0.906,0.347,1.27108768567561e-05,"7","AP2S1"
"ACAA11",9.91673334282628e-10,0.580514111886759,0.562,0.134,1.3599808106352e-05,"7","ACAA1"
"LGALS12",1.02586365399881e-09,1.2399397531181,0.938,0.471,1.40686941509397e-05,"7","LGALS1"
"UNC93B11",1.07419498209298e-09,0.556078985087173,0.406,0.081,1.47315099844231e-05,"7","UNC93B1"
"GABARAP2",1.18376719862898e-09,0.947040797522379,1,0.483,1.62341833619979e-05,"7","GABARAP"
"TUBA1B1",1.18446342733222e-09,1.18504953713977,0.906,0.426,1.62437314424341e-05,"7","TUBA1B"
"FES",1.38913378853511e-09,0.435824354781891,0.281,0.044,1.90505807759705e-05,"7","FES"
"CYSTM1",1.7247992456926e-09,0.411854071928545,0.312,0.053,2.36538968554283e-05,"7","CYSTM1"
"MS4A6A1",1.83147647249465e-09,0.856520771095671,0.562,0.153,2.51168683437916e-05,"7","MS4A6A"
"CD300C1",1.87606551580421e-09,0.482846382980802,0.281,0.045,2.57283624837389e-05,"7","CD300C"
"IDH3A",1.93492313138473e-09,0.367819106590204,0.281,0.044,2.65355358238102e-05,"7","IDH3A"
"FUT7",2.39406087315376e-09,0.468345160277331,0.25,0.037,3.28321508144306e-05,"7","FUT7"
"CTSZ2",2.40764610635226e-09,0.73410091000359,0.469,0.108,3.3018458702515e-05,"7","CTSZ"
"RASSF4",2.49118415238356e-09,0.474540580447092,0.281,0.045,3.41640994657881e-05,"7","RASSF4"
"HEXA",2.94029165184285e-09,0.515258646389127,0.438,0.094,4.03231597133729e-05,"7","HEXA"
"C17orf49",3.18633694054796e-09,0.610031559290955,0.438,0.096,4.36974248026748e-05,"7","C17orf49"
"TYMP2",3.23510326769748e-09,0.957026266530949,0.938,0.342,4.43662062132033e-05,"7","TYMP"
"NDUFV3",3.26605610690639e-09,0.42997003026473,0.375,0.073,4.47906934501142e-05,"7","NDUFV3"
"RNH12",3.28148982562403e-09,1.00938189393404,0.781,0.302,4.5002351468608e-05,"7","RNH1"
"PRDX3",4.03446938411228e-09,0.495388025800626,0.531,0.13,5.53287131337159e-05,"7","PRDX3"
"SLC35B1",4.28309105811502e-09,0.522526007924758,0.344,0.065,5.87383107709894e-05,"7","SLC35B1"
"FCER1G3",4.616304094328e-09,0.638227906908878,0.969,0.351,6.33079943496142e-05,"7","FCER1G"
"TOP1",5.21662984266897e-09,0.323007410337668,0.344,0.064,7.15408616623623e-05,"7","TOP1"
"ARPC1B2",5.36073396610291e-09,0.767889370919949,1,0.745,7.35171056111353e-05,"7","ARPC1B"
"MLEC",5.65812480240763e-09,0.495296619015094,0.312,0.056,7.75955235402182e-05,"7","MLEC"
"PER1",5.69142132983307e-09,0.416625481676717,0.281,0.046,7.80521521173308e-05,"7","PER1"
"SPIB",5.86206235657809e-09,0.50197662601754,0.25,0.038,8.0392323158112e-05,"7","SPIB"
"ACTB3",6.47310132109663e-09,0.80463425830686,1,0.993,8.87721115175192e-05,"7","ACTB"
"UBE2E2",6.83221782176785e-09,0.440668003513115,0.25,0.039,9.36970352077243e-05,"7","UBE2E2"
"CRTAP",7.04585436323329e-09,0.335626768000118,0.375,0.074,9.66268467373813e-05,"7","CRTAP"
"NIPSNAP3A",7.35566405152114e-09,0.483223421856421,0.344,0.066,0.000100875576802561,"7","NIPSNAP3A"
"RAC12",8.06940397762562e-09,0.815790267203442,0.969,0.434,0.000110663806149158,"7","RAC1"
"MAGEF1",9.05695280520644e-09,0.548661467493416,0.312,0.057,0.000124207050770601,"7","MAGEF1"
"AKR1A1",1.00697670923209e-08,0.518694326640404,0.562,0.144,0.000138096785904089,"7","AKR1A1"
"PLEKHO11",1.04929911206252e-08,0.528614391802026,0.375,0.078,0.000143900880228254,"7","PLEKHO1"
"EIF4A12",1.07443933154885e-08,0.795567688522854,1,0.681,0.000147348609928609,"7","EIF4A1"
"NOC4L",1.21052714152457e-08,0.356211467184817,0.25,0.039,0.00016601169218868,"7","NOC4L"
"TNFSF13B2",1.42711562215677e-08,0.81662394380096,0.562,0.157,0.000195714636422579,"7","TNFSF13B"
"AKIRIN21",1.42883728115815e-08,0.636303521292945,0.5,0.125,0.000195950744738029,"7","AKIRIN2"
"GNL2",1.43839931278979e-08,0.356035999060441,0.281,0.048,0.000197262081755992,"7","GNL2"
"TMEM69",1.44413614028999e-08,0.379680664163777,0.281,0.048,0.000198048830279369,"7","TMEM69"
"TAGLN2",1.72735652683536e-08,0.929723441280138,1,0.506,0.000236889674090201,"7","TAGLN2"
"MAP3K11",1.73869604679303e-08,0.49783396841744,0.312,0.059,0.000238444775857197,"7","MAP3K11"
"UPF3B",1.74463359967056e-08,0.42173320537075,0.344,0.068,0.000239259051858821,"7","UPF3B"
"HSCB",1.79255679350087e-08,0.400030589940119,0.281,0.049,0.00024583123866071,"7","HSCB"
"USF2",1.91458194645185e-08,0.373807079652143,0.438,0.099,0.000262565768136407,"7","USF2"
"BTK1",2.01378594885707e-08,0.408757258577783,0.375,0.079,0.000276170605026258,"7","BTK"
"YWHAE1",2.08504553164427e-08,0.540367466719957,0.531,0.138,0.000285943144209695,"7","YWHAE"
"WDR61",2.09038147983862e-08,0.512613449081517,0.469,0.111,0.000286674916145069,"7","WDR61"
"IL6R",2.26221414726272e-08,0.38201275631103,0.312,0.058,0.000310240048155609,"7","IL6R"
"TMEM55A",2.64124614699692e-08,0.329409919307186,0.281,0.05,0.000362220496599158,"7","TMEM55A"
"TOMM40",2.68267394782299e-08,0.265100477871243,0.312,0.058,0.000367901905204445,"7","TOMM40"
"CMPK2",2.87912515534265e-08,0.371939430044938,0.312,0.059,0.000394843223803691,"7","CMPK2"
"PPP3R1",3.07617723240724e-08,0.376361074439102,0.281,0.05,0.000421866945652329,"7","PPP3R1"
"RAB322",3.29195668899421e-08,0.618162843422215,0.375,0.083,0.000451458940328665,"7","RAB32"
"ANXA52",3.32229651165517e-08,0.775332574941762,0.812,0.302,0.000455619743608391,"7","ANXA5"
"GNB11",3.35855906103167e-08,0.508952715489591,0.469,0.114,0.000460592789629883,"7","GNB1"
"REL",3.38278435114428e-08,0.782809527336896,0.438,0.105,0.000463915045915927,"7","REL"
"ISOC2",3.61002421954528e-08,0.326779071034837,0.312,0.059,0.00049507872146844,"7","ISOC2"
"CTNNBIP1",3.8937747024685e-08,0.305251837053531,0.312,0.06,0.00053399226269653,"7","CTNNBIP1"
"LST12",3.99192096309021e-08,0.397342394174244,0.906,0.35,0.000547452040878191,"7","LST1"
"ARF52",4.26239418148263e-08,0.781894346872102,0.812,0.292,0.000584544738048528,"7","ARF5"
"SRGN3",5.33896137637837e-08,1.05315189421977,0.969,0.594,0.00073218516315653,"7","SRGN"
"FKBP3",5.65770229359809e-08,1.28551345325076,0.438,0.104,0.000775897292544043,"7","FKBP3"
"PYCARD2",5.67316045403647e-08,0.720768620768171,0.906,0.365,0.000778017224666561,"7","PYCARD"
"OS9",5.86038994352302e-08,0.659910752831125,0.5,0.132,0.000803693876854747,"7","OS9"
"MICAL1",6.10546286354066e-08,0.533569603129417,0.281,0.053,0.000837303177105966,"7","MICAL1"
"AAMP",6.23363719595267e-08,0.320292995009692,0.469,0.113,0.000854881005052949,"7","AAMP"
"FBXO6",6.26360198492638e-08,0.573892950674956,0.281,0.052,0.000858990376212803,"7","FBXO6"
"EMC8",6.31718133576196e-08,0.431130701911504,0.344,0.072,0.000866338248386395,"7","EMC8"
"SF3B4",6.47024988610762e-08,0.432711468455647,0.375,0.082,0.0008873300693808,"7","SF3B4"
"CD831",6.76599016606366e-08,0.419576533177638,0.344,0.072,0.00092788789137397,"7","CD83"
"RGS22",7.15567460737271e-08,0.817180478442565,0.75,0.272,0.000981329215655093,"7","RGS2"
"TYROBP3",7.20535884347176e-08,0.567968374072536,1,0.39,0.000988142911793717,"7","TYROBP"
"USP33",8.13835605499136e-08,0.427338589530096,0.25,0.043,0.00111609414938152,"7","USP33"
"FAM46A1",8.4289171784777e-08,0.500535324938518,0.312,0.063,0.00115594170185643,"7","FAM46A"
"RAD50",8.58523350929909e-08,0.31249433221036,0.281,0.052,0.00117737892346528,"7","RAD50"
"PLBD11",8.84743599800003e-08,0.378427468141794,0.375,0.084,0.00121333737276572,"7","PLBD1"
"C16orf13",9.77884575655111e-08,0.283012309473864,0.625,0.173,0.00134107090705342,"7","C16orf13"
"COA5",1.10348491589594e-07,0.402995453555039,0.312,0.063,0.00151331921365969,"7","COA5"
"CYC11",1.1774412948831e-07,0.615150982790604,0.625,0.189,0.00161474299180268,"7","CYC1"
"ATP2B11",1.1882858985291e-07,0.464844251145736,0.406,0.096,0.00162961528124281,"7","ATP2B1"
"LAMTOR11",1.20735372606891e-07,0.582794329927765,0.875,0.338,0.00165576489993091,"7","LAMTOR1"
"FIBP2",1.20913441440492e-07,0.456449290240373,0.594,0.167,0.0016582069359149,"7","FIBP"
"MAP7D1",1.21050012236732e-07,0.424977382750252,0.344,0.074,0.00166007986781455,"7","MAP7D1"
"IRF81",1.28811325645216e-07,1.24181978650975,0.406,0.107,0.00176651851989849,"7","IRF8"
"DNAJB121",1.33454370650923e-07,0.311725107245676,0.281,0.053,0.00183019323910676,"7","DNAJB12"
"ACTG13",1.34696474682806e-07,0.711245458553522,1,0.862,0.0018472274538,"7","ACTG1"
"CFDP1",1.3846666827815e-07,0.670580136179986,0.406,0.103,0.00189893188876654,"7","CFDP1"
"NCF22",1.38522087606401e-07,0.44403906436604,0.594,0.171,0.00189969190943418,"7","NCF2"
"EI24",1.45222590131432e-07,0.452384187448808,0.344,0.074,0.00199158260106246,"7","EI24"
"DUSP23",1.47435321748211e-07,1.02400651565788,0.406,0.098,0.00202192800245497,"7","DUSP23"
"CDKN1A",1.60672832425993e-07,0.68539613223971,0.312,0.068,0.00220346722389007,"7","CDKN1A"
"APIP",1.86942374901845e-07,0.387809119899001,0.344,0.075,0.00256372772940391,"7","APIP"
"RABGGTA",1.92997028622393e-07,0.253060927111116,0.25,0.044,0.00264676125052749,"7","RABGGTA"
"CAT1",1.93867130337698e-07,1.31464788741826,0.469,0.136,0.00265869382545119,"7","CAT"
"PGLS2",1.96281493781138e-07,0.711201262106018,0.812,0.292,0.00269180440571452,"7","PGLS"
"HAUS1",1.97869317612653e-07,0.374483847566702,0.312,0.064,0.00271357982173992,"7","HAUS1"
"ARMC10",2.13289696002395e-07,0.374788354872189,0.312,0.064,0.00292505489097685,"7","ARMC10"
"PSMG3",2.31290300392725e-07,0.386533282097947,0.312,0.065,0.00317191517958583,"7","PSMG3"
"APEX1",2.40903612255926e-07,0.732431831543918,0.688,0.234,0.00330375213847777,"7","APEX1"
"NME1",3.00600978065162e-07,0.324183592204584,0.312,0.065,0.00412244181318563,"7","NME1"
"CCDC22",3.14279910753607e-07,0.327843737965979,0.25,0.046,0.00431003469607497,"7","CCDC22"
"ILF3",3.20692681478543e-07,0.349282228886721,0.375,0.088,0.00439797943379674,"7","ILF3"
"SUMO3",3.28046557903545e-07,0.437955686090242,0.656,0.207,0.00449883049508921,"7","SUMO3"
"COTL12",3.31984154088454e-07,0.828249008987853,0.938,0.626,0.00455283068916906,"7","COTL1"
"TMEM55B",3.54149056236242e-07,0.312825743222068,0.312,0.065,0.00485680015722382,"7","TMEM55B"
"THRAP3",3.74589295337828e-07,0.358268156471501,0.438,0.11,0.00513711759626297,"7","THRAP3"
"MAP4K1",3.76386896433213e-07,0.420436318761509,0.312,0.067,0.00516176989768508,"7","MAP4K1"
"SCIMP1",3.8374204787e-07,0.451279032712837,0.344,0.078,0.00526263844448918,"7","SCIMP"
"PQBP1",4.25418012089337e-07,0.368456674252759,0.531,0.155,0.00583418261779317,"7","PQBP1"
"MPST",4.27625185968067e-07,0.399016200460946,0.281,0.057,0.00586445180036608,"7","MPST"
"FGR3",4.33342154255887e-07,0.574552108853143,0.656,0.211,0.00594285430346524,"7","FGR"
"EPSTI12",4.59750627556484e-07,0.679542876467579,0.562,0.178,0.00630502010630962,"7","EPSTI1"
"LMNA",4.61992790544353e-07,0.988052745122849,0.281,0.061,0.00633576912952525,"7","LMNA"
"CSF1R1",4.89778694331976e-07,0.495969374519196,0.312,0.069,0.00671682501406872,"7","CSF1R"
"RAB7A1",5.80457729624125e-07,0.584931757027241,0.812,0.307,0.00796039730406525,"7","RAB7A"
"MFSD1",6.3214340243977e-07,0.487598578183183,0.281,0.058,0.00866921462105901,"7","MFSD1"
"ATP5J23",6.73095497117718e-07,0.565483809801269,0.844,0.318,0.00923083164747238,"7","ATP5J2"
"GAPDH1",6.75213746154132e-07,0.721694140599207,1,0.849,0.00925988131475777,"7","GAPDH"
"CNPY32",6.78630523173549e-07,0.795666543508563,0.688,0.274,0.00930673899480205,"7","CNPY3"
"GLTP",7.06302832420003e-07,0.402914003688399,0.25,0.048,0.00968623704380793,"7","GLTP"
"HERPUD12",7.09318470136694e-07,0.878140646953992,0.625,0.207,0.00972759349945462,"7","HERPUD1"
"RBM42",7.21516671932699e-07,0.428615102784255,0.344,0.081,0.00989487963888504,"7","RBM42"
"PMAIP1",7.27109714698227e-07,0.421151093499558,0.469,0.129,0.00997158262737149,"7","PMAIP1"
"C17orf62",7.4102828233171e-07,0.292363314157965,0.531,0.151,0.0101624618638971,"7","C17orf62"
"NAPA",7.84637201677649e-07,0.40912361475203,0.469,0.127,0.0107605145838073,"7","NAPA"
"CSTB2",8.20579158805764e-07,0.808136527679864,0.844,0.365,0.0112534225838622,"7","CSTB"
"NRROS",8.29688422881547e-07,0.391395086936226,0.281,0.059,0.0113783470313975,"7","NRROS"
"DNAJC4",8.84124234237043e-07,0.466488984045967,0.438,0.117,0.0121248797483268,"7","DNAJC4"
"APH1A",8.85832605671465e-07,0.38799472023128,0.656,0.198,0.0121483083541785,"7","APH1A"
"HEBP2",9.00474852940818e-07,0.576048974831637,0.281,0.06,0.0123491121332304,"7","HEBP2"
"AIF12",9.24588087063208e-07,0.265593112331204,0.906,0.368,0.0126798010259848,"7","AIF1"
"EIF4E22",9.2583517793768e-07,0.338055579426676,0.531,0.152,0.0126969036302373,"7","EIF4E2"
"ATG32",9.44644409472653e-07,0.594542030930987,0.625,0.208,0.012954853431508,"7","ATG3"
"UCHL3",9.62317879231975e-07,0.551998620355354,0.312,0.072,0.0131972273957873,"7","UCHL3"
"PPT12",9.83800175427658e-07,0.872456753322751,0.562,0.188,0.0134918356058149,"7","PPT1"
"SLC39A3",1.09390863629142e-06,0.613169999172979,0.281,0.06,0.0150018630381005,"7","SLC39A3"
"S100A102",1.12954009530079e-06,1.02624000467182,0.906,0.639,0.015490512866955,"7","S100A10"
"TACC1",1.13654335158497e-06,0.358056014529002,0.312,0.071,0.0155865555236363,"7","TACC1"
"NUP210",1.18026041564426e-06,0.328163853028937,0.312,0.07,0.0161860913401453,"7","NUP210"
"HMGN31",1.27567841504025e-06,0.563057059669225,0.688,0.233,0.0174946537838619,"7","HMGN3"
"DHX29",1.3025802517654e-06,0.299965956579747,0.281,0.059,0.0178635855727107,"7","DHX29"
"VAMP3",1.36609760433395e-06,0.30751949897913,0.312,0.07,0.0187346625458358,"7","VAMP3"
"CPPED12",1.3824765744425e-06,0.586360006384009,0.375,0.1,0.0189592837419045,"7","CPPED1"
"RAB31",1.42131633293463e-06,0.3758896682048,0.25,0.05,0.0194919321898655,"7","RAB31"
"C1orf1623",1.4425903867553e-06,1.43417560324946,0.781,0.384,0.0197836845639622,"7","C1orf162"
"CEBPD1",1.50668441752335e-06,0.656078569281871,0.625,0.22,0.0206626701019153,"7","CEBPD"
"ODF3B2",1.51385193298369e-06,0.285906219024944,0.438,0.118,0.0207609654089383,"7","ODF3B"
"TMSB101",1.55678838666525e-06,0.470451774269979,1,0.993,0.0213497959347272,"7","TMSB10"
"EIF61",1.62322222727591e-06,0.599040025213415,0.656,0.22,0.0222608696248618,"7","EIF6"
"RNF5",1.65019609227221e-06,0.390292635292944,0.5,0.143,0.022630789209421,"7","RNF5"
"ABI32",1.70790837050882e-06,0.602568400553259,0.531,0.173,0.023422255393158,"7","ABI3"
"GAPT",1.74637040471118e-06,0.393820274987575,0.281,0.061,0.0239497237302091,"7","GAPT"
"ARL4C2",1.88322614608628e-06,0.835618199217179,0.562,0.194,0.0258265633674272,"7","ARL4C"
"CNDP2",1.90494462591918e-06,1.5558572338484,0.375,0.097,0.0261244105998557,"7","CNDP2"
"HNRNPD",1.93225948964132e-06,0.385965394718284,0.406,0.106,0.0264990066409411,"7","HNRNPD"
"NDUFV1",2.04259199942568e-06,0.415668251488258,0.469,0.133,0.0280121066801238,"7","NDUFV1"
"PRELID12",2.0479496155135e-06,0.745326697766611,0.906,0.465,0.0280855810271521,"7","PRELID1"
"YIF1A",2.10402786979894e-06,0.371276341212918,0.375,0.095,0.0288546382064226,"7","YIF1A"
"RAB4B",2.13673450105462e-06,0.270187601096328,0.312,0.072,0.0293031769474631,"7","RAB4B"
"NDUFA8",2.15852405865974e-06,0.342915234959683,0.5,0.143,0.0296019989404597,"7","NDUFA8"
"MYL63",2.16746914335017e-06,0.515371666822498,1,0.851,0.0297246718319043,"7","MYL6"
"IFI44",2.20232477300209e-06,0.296936098556448,0.406,0.107,0.0302026819369507,"7","IFI44"
"LILRB21",2.29964030196306e-06,0.379981167654586,0.375,0.097,0.0315372671011214,"7","LILRB2"
"ACYP2",2.39412926387249e-06,0.509197048852654,0.281,0.063,0.0328330887247473,"7","ACYP2"
"RAB11A",2.45922413612259e-06,0.318530036588128,0.438,0.119,0.0337257998027852,"7","RAB11A"
"MRPL41",2.46769774748098e-06,0.537036676305774,0.5,0.153,0.0338420069089541,"7","MRPL41"
"IKBIP",2.47807642910688e-06,0.468486946017314,0.25,0.053,0.0339843401487718,"7","IKBIP"
"FAM133B",2.61623783438181e-06,0.298832410307606,0.344,0.083,0.0358790856607122,"7","FAM133B"
"ETFA1",2.61704927566723e-06,0.268250261663666,0.469,0.129,0.0358902137665004,"7","ETFA"
"ATP6V1E1",2.64051533723876e-06,0.541980074488536,0.531,0.167,0.0362120273348924,"7","ATP6V1E1"
"BLVRB1",2.75795539287038e-06,0.548756135979694,0.5,0.158,0.0378226002578244,"7","BLVRB"
"LAMTOR22",2.78823138319053e-06,0.559112711398801,0.625,0.219,0.038237805189075,"7","LAMTOR2"
"SNRPD1",3.13177588152739e-06,0.541938139904591,0.656,0.209,0.0429491744392666,"7","SNRPD1"
"CCT4",3.21203700312967e-06,0.288294950269093,0.656,0.203,0.0440498754609202,"7","CCT4"
"SMARCB1",3.26061390687505e-06,0.376567018866136,0.438,0.124,0.0447160591188844,"7","SMARCB1"
"ARHGEF401",3.4311672274105e-06,0.41733493168884,0.25,0.053,0.0470550273567076,"7","ARHGEF40"
"PHPT11",3.43762516637194e-06,0.27438266194584,0.531,0.16,0.0471435915316248,"7","PHPT1"
"ATP5B2",3.7991919364598e-06,0.717314635589253,0.844,0.401,0.0521021182166097,"7","ATP5B"
"SNRPG",3.8361613520315e-06,0.334020312253762,0.469,0.135,0.0526091167817599,"7","SNRPG"
"DCTN6",3.87719533923023e-06,0.376148912744728,0.312,0.075,0.0531718568822034,"7","DCTN6"
"DDIT42",3.8949596764228e-06,0.413123215082017,0.656,0.217,0.0534154770024622,"7","DDIT4"
"PTPN181",4.18727710252798e-06,0.478865701356786,0.469,0.138,0.0574243181840688,"7","PTPN18"
"FAM26F3",4.27739601257269e-06,0.552213657446968,0.625,0.224,0.0586602089164219,"7","FAM26F"
"TMED10",4.28031605144137e-06,0.555697410361471,0.562,0.186,0.058700254329467,"7","TMED10"
"CMTM3",4.38268414969796e-06,0.457049751391472,0.5,0.153,0.0601041304289578,"7","CMTM3"
"CAPNS12",4.41241065428618e-06,0.994051198673891,0.438,0.126,0.0605117997128807,"7","CAPNS1"
"NANS1",4.74427123713857e-06,0.348257837981142,0.406,0.112,0.0650629357461184,"7","NANS"
"CBR11",5.13242804704157e-06,0.493316955980228,0.406,0.116,0.070386118237128,"7","CBR1"
"RPS111",5.13899203515777e-06,0.485196192204568,1,0.949,0.0704761367701537,"7","RPS11"
"YWHAH1",5.17795560549544e-06,0.38003157570057,0.594,0.193,0.0710104831737644,"7","YWHAH"
"EFHD23",5.66862566391609e-06,0.426156106124521,0.562,0.189,0.0777395323549452,"7","EFHD2"
"NAMPT1",5.74351760114353e-06,0.360193231825882,0.344,0.089,0.0787666003820824,"7","NAMPT"
"SEC13",5.77009085673603e-06,0.332453332883752,0.375,0.1,0.0791310260092779,"7","SEC13"
"PFKL1",5.92135540892152e-06,0.436060719905375,0.375,0.103,0.0812054680779497,"7","PFKL"
"MRPS25",5.92727368986248e-06,0.380574825351411,0.281,0.065,0.0812866313827741,"7","MRPS25"
"RNASET21",6.00789708902984e-06,0.717005511221795,0.938,0.494,0.0823923006789552,"7","RNASET2"
"THEMIS22",6.03905264743683e-06,0.346618465291997,0.406,0.113,0.0828195680069487,"7","THEMIS2"
"CSF3R1",6.05225480456185e-06,0.25983543001126,0.406,0.112,0.0830006223897612,"7","CSF3R"
"PPA12",6.15035704130456e-06,0.723830255199361,0.719,0.311,0.0843459964644507,"7","PPA1"
"IFITM32",6.16398442077783e-06,0.865174399398735,0.594,0.221,0.0845328823465472,"7","IFITM3"
"RAB11FIP1",6.2594569372001e-06,0.321954460373167,0.281,0.065,0.0858421924367621,"7","RAB11FIP1"
"AMPD2",6.42545132301675e-06,0.358752367641964,0.25,0.054,0.0881186394438517,"7","AMPD2"
"OSTC",6.52863319571561e-06,0.374964038232867,0.562,0.183,0.0895336756460438,"7","OSTC"
"OXA1L1",7.15539912716839e-06,0.438591966367191,0.594,0.199,0.0981291436299873,"7","OXA1L"
"APPL1",7.35129275712367e-06,0.399690058351077,0.25,0.055,0.100815628871194,"7","APPL1"
"MRPS22",7.37653333631622e-06,0.268204144055196,0.281,0.065,0.101161778174241,"7","MRPS22"
"DNM2",7.40704968019169e-06,0.396610459245242,0.281,0.066,0.101580279314149,"7","DNM2"
"CYBA3",7.49790738602478e-06,0.611449884991592,1,0.845,0.102826301891944,"7","CYBA"
"COMMD91",7.68578479296806e-06,0.421612381408104,0.406,0.118,0.105402852650764,"7","COMMD9"
"SBNO1",8.08254121552101e-06,0.338476254747135,0.25,0.055,0.110843970229655,"7","SBNO1"
"RBM17",8.36365252204878e-06,0.380303930719995,0.5,0.155,0.114699130687377,"7","RBM17"
"CLIC14",8.39212725208784e-06,0.573227155709201,1,0.641,0.115089633135133,"7","CLIC1"
"SMIM12",8.49871258007651e-06,0.329197269013008,0.406,0.114,0.116551344323169,"7","SMIM12"
"IFNAR1",8.66441401801577e-06,0.303593314785165,0.281,0.066,0.118823773843068,"7","IFNAR1"
"FGL22",8.68288276284264e-06,0.442036353902206,0.406,0.123,0.119077054209624,"7","FGL2"
"SLC25A62",8.83644625658935e-06,0.701786386608007,1,0.831,0.121183023962866,"7","SLC25A6"
"NCKAP1L1",9.03457411973722e-06,0.296527897539341,0.375,0.104,0.123900149478076,"7","NCKAP1L"
"ATP6AP1",9.33007358027968e-06,0.477327314972139,0.312,0.081,0.127952629079956,"7","ATP6AP1"
"PAIP1",9.56597996807306e-06,0.300366598740679,0.281,0.066,0.131187849282154,"7","PAIP1"
"HDAC3",9.6777937763797e-06,0.368847781832421,0.312,0.079,0.132721263849271,"7","HDAC3"
